metric_key,content_type,category,dataset_summary,descriptive_statistics,trend_test_summary,month_comparison_summary,app_comparison_summary,category_comparison_summary
linked_time,UR,,"559 samples, 24 repos, 36 months","mean=181.8338, median=181.4627, IQR=[141.0000, 229.4333] (range=88.4333), variance=5206.8780, std=72.1587","tau=-0.0113 (p=0.6925), slope=-1.3848/year [-8.3333, 5.5882], n=559","method=kruskal-wallis, statistic=36.1322, p-value=0.4155, groups=36, sizes=(0:9, 1:12, 2:14, 3:17, 4:15, 5:16, 6:11, 7:15, 8:16, 9:17, 10:14, 11:17, 12:14, 13:17, 14:17, 15:17, 16:18, 17:15, 18:17, 19:15, 20:15, 21:20, 22:18, 23:13, 24:11, 25:17, 26:17, 27:17, 28:19, 29:16, 30:18, 31:14, 32:15, 33:16, 34:15, 35:15)","method=kruskal-wallis, statistic=88.3238, p-value=1.356e-09, groups=24, sizes=(10_hrydgard.ppsspp_Hedonic:36, 11_immich-app.immich_Utilitarian:26, 12_jellyfin.jellyfin-androidtv_Hedonic:20, 13_Jigsaw-Code.outline-apps_Utilitarian:28, 15_johannesjo.super-productivity_Utilitarian:13, 16_laurent22.joplin_Utilitarian:28, 17_LemmyNet.jerboa_Hedonic:16, 18_luanti-org.luanti_Hedonic:32, 19_mullvad.mullvadvpn-app_Utilitarian:33, 1_aeharding.voyager_Hedonic:17, 20_nextcloud.talk-android_Hedonic:24, 21_organicmaps.organicmaps_Utilitarian:36, 23_owntracks.android_Hedonic:18, 25_simplex-chat.simplex-chat_Hedonic:26, 27_streetwriters.notesnook_Utilitarian:22, 28_tasks.tasks_Utilitarian:14, 2_commons-app.apps-android-commons_Hedonic:16, 30_xbmc.xbmc_Hedonic:36, 4_crawl.crawl_Hedonic:20, 5_d4rken-org.sdmaid-se_Utilitarian:16, 6_element-hq.element-android_Hedonic:33, 7_element-hq.element-x-android_Hedonic:24, 8_fossasia.pslab-app_Utilitarian:5, 9_horizontalsystems.unstoppable-wallet-android_Utilitarian:20)","method=kruskal-wallis, statistic=0.2288, p-value=0.6324, groups=2, sizes=(Hedonic:318, Utilitarian:241)"
linked_time,PR,,"588 samples, 24 repos, 36 months","mean=190.5851, median=193.2642, IQR=[157.1429, 231.3625] (range=74.2196), variance=4195.4111, std=64.7720","tau=-0.0764 (p=0.006221), slope=-8.0032/year [-13.6800, -2.2857], n=588","method=kruskal-wallis, statistic=37.5214, p-value=0.3543, groups=36, sizes=(0:13, 1:15, 2:14, 3:16, 4:17, 5:17, 6:17, 7:16, 8:17, 9:18, 10:18, 11:18, 12:21, 13:17, 14:19, 15:16, 16:15, 17:17, 18:18, 19:18, 20:16, 21:16, 22:17, 23:18, 24:15, 25:16, 26:15, 27:13, 28:16, 29:15, 30:15, 31:16, 32:15, 33:15, 34:16, 35:17)","method=kruskal-wallis, statistic=96.1856, p-value=6.366e-11, groups=24, sizes=(10_hrydgard.ppsspp_Hedonic:36, 11_immich-app.immich_Utilitarian:36, 12_jellyfin.jellyfin-androidtv_Hedonic:36, 13_Jigsaw-Code.outline-apps_Utilitarian:11, 15_johannesjo.super-productivity_Utilitarian:9, 16_laurent22.joplin_Utilitarian:27, 17_LemmyNet.jerboa_Hedonic:27, 18_luanti-org.luanti_Hedonic:29, 19_mullvad.mullvadvpn-app_Utilitarian:36, 1_aeharding.voyager_Hedonic:23, 20_nextcloud.talk-android_Hedonic:17, 21_organicmaps.organicmaps_Utilitarian:36, 23_owntracks.android_Hedonic:8, 25_simplex-chat.simplex-chat_Hedonic:36, 27_streetwriters.notesnook_Utilitarian:11, 28_tasks.tasks_Utilitarian:2, 2_commons-app.apps-android-commons_Hedonic:28, 30_xbmc.xbmc_Hedonic:36, 4_crawl.crawl_Hedonic:18, 5_d4rken-org.sdmaid-se_Utilitarian:16, 6_element-hq.element-android_Hedonic:35, 7_element-hq.element-x-android_Hedonic:26, 8_fossasia.pslab-app_Utilitarian:13, 9_horizontalsystems.unstoppable-wallet-android_Utilitarian:36)","method=kruskal-wallis, statistic=5.6243, p-value=0.01771, groups=2, sizes=(Hedonic:355, Utilitarian:233)"
